,age,job,education,default,balance,housing,loan,y
759,41,2,3,0,195,0,0,0
760,58,9,2,0,729,0,1,0
761,24,7,2,0,142,1,1,0
762,35,7,2,0,860,1,0,1
763,57,8,2,0,0,1,0,0
764,43,1,1,0,526,1,0,0
765,31,4,2,0,782,1,0,0
766,46,8,2,0,2396,0,0,0
767,28,3,2,0,312,1,0,0
768,27,11,2,0,671,1,0,0
769,36,4,2,0,0,0,1,0
770,26,3,2,0,379,1,1,0
771,35,7,2,0,0,1,0,1
772,42,7,1,0,1156,1,0,0
773,30,5,4,0,138,1,0,0
774,35,7,2,0,0,1,0,1
775,33,2,3,0,455,1,1,0
776,26,9,1,0,205,0,0,0
777,35,2,2,0,533,0,0,0
778,51,7,2,0,794,1,0,0
779,29,2,3,0,0,1,0,0
780,40,7,1,0,1136,1,0,0
781,54,4,2,0,-288,1,0,0
782,29,2,3,0,874,1,0,1
783,46,1,3,0,25204,1,1,0
784,59,8,2,0,161,1,0,0
785,47,7,2,0,1568,1,0,1
786,31,7,1,0,0,1,1,0
787,48,2,3,0,0,0,0,0
788,35,2,3,0,107,1,0,0
789,34,2,3,0,0,0,0,0
790,55,3,3,0,1320,0,0,1
791,32,4,3,0,-421,1,1,0
792,50,2,2,0,0,0,0,0
793,36,2,3,0,-1,0,0,0
794,24,11,2,0,4126,0,0,0
795,27,3,2,0,1996,1,0,0
796,27,3,3,0,8,1,1,0
797,50,3,3,0,0,0,1,0
798,57,2,3,0,388,0,1,0
799,44,3,2,0,363,0,1,0
800,42,3,2,0,6250,0,0,0
801,34,3,3,0,925,1,0,1
802,32,5,2,0,5806,1,0,1
803,48,4,2,0,268,1,0,0
804,33,7,2,0,249,1,0,0
805,35,3,2,0,-206,1,0,0
806,39,3,2,0,1427,1,0,0
807,34,7,1,0,428,1,0,0
808,54,2,2,0,602,0,0,0
809,51,7,2,0,78,1,0,0
810,36,7,2,0,373,1,0,0
811,56,3,1,0,314,1,1,0
812,40,4,2,0,2100,1,1,0
813,42,7,4,0,8600,0,0,0
814,43,4,2,0,544,1,0,0
815,33,7,2,0,3576,1,0,0
816,38,7,1,0,199,1,0,0
817,57,8,1,0,341,1,0,0
818,42,4,4,0,756,0,0,0
819,34,7,2,0,152,0,0,0
820,55,10,1,0,77,0,0,1
821,26,1,3,0,79,1,1,0
822,27,3,2,0,487,1,0,0
823,38,4,2,0,3834,1,0,0
824,34,4,2,1,7,0,0,0
825,32,3,2,0,5600,1,0,0
826,40,3,2,0,-378,1,0,0
827,53,2,3,0,-388,1,0,0
828,32,3,2,0,381,1,0,0
829,22,11,4,0,2281,0,0,0
830,37,2,3,0,620,1,0,0
831,41,7,1,0,262,1,0,0
832,18,11,1,0,608,0,0,1
833,50,5,2,0,481,1,0,0
834,30,3,2,0,44,0,0,0
835,36,2,3,0,659,0,0,0
836,57,8,2,0,6610,0,0,0
837,44,2,3,0,318,0,0,0
838,35,7,2,0,0,1,1,0
839,36,5,2,0,8114,1,0,0
840,34,3,2,0,1091,1,0,0
841,35,7,2,0,331,1,0,0
842,41,6,2,0,13489,0,0,0
843,47,3,2,0,2394,0,1,0
844,36,3,2,0,2151,1,0,0
845,33,7,2,0,228,0,0,0
846,45,7,1,0,0,1,1,0
847,30,11,3,0,2766,0,0,1
848,53,2,3,0,93,0,0,0
849,38,7,2,0,924,1,0,0
850,51,7,2,0,502,0,0,0
851,38,3,2,0,257,0,0,0
852,27,9,2,0,0,0,1,0
853,32,3,2,0,6172,1,0,0
854,27,3,2,0,1742,1,0,1
855,47,4,2,0,1934,0,1,0
856,33,6,2,0,711,1,0,0
857,33,3,2,0,2746,1,0,0
858,38,3,2,0,6,1,0,0
859,34,7,2,0,53,1,1,0
860,30,2,2,0,0,1,0,0
861,24,9,3,1,-164,1,1,0
862,45,10,3,0,2424,0,0,0
863,32,5,2,0,259,1,0,0
864,43,7,1,0,98,1,0,0
865,37,4,3,0,801,0,0,0
866,45,3,2,0,1348,0,1,1
867,30,6,3,0,1495,0,0,0
868,53,2,3,0,7249,1,1,0
869,33,3,2,0,118,1,0,0
870,58,8,1,0,331,1,0,0
871,70,8,1,0,0,0,0,0
872,38,2,3,0,-145,1,0,0
873,41,4,2,0,158,1,0,0
874,34,7,2,0,-72,1,0,0
875,29,2,3,0,1474,1,1,0
876,39,3,2,0,1820,0,0,0
877,26,2,3,0,170,0,0,1
878,36,5,1,0,38,0,0,0
879,40,3,1,0,6110,1,0,0
880,36,4,2,0,465,1,0,0
881,58,4,2,0,0,1,0,0
882,31,10,2,0,540,0,0,0
883,32,9,3,0,5874,0,0,0
884,49,2,3,0,348,0,0,1
885,39,4,4,0,378,0,0,0
886,36,7,2,0,717,0,0,0
887,27,7,2,0,23,0,0,0
888,38,2,3,0,63,1,0,0
889,34,2,3,0,6707,1,0,0
890,40,5,2,0,0,1,1,0
891,57,3,2,0,197,0,0,0
892,32,2,3,0,151,1,0,0
893,39,5,2,0,5873,0,0,0
894,26,2,3,0,2722,0,0,0
895,30,7,2,0,445,1,0,0
896,57,8,3,0,2528,1,1,0
897,34,3,2,0,1763,0,0,0
898,44,7,2,0,23,1,0,0
899,47,3,3,0,2408,0,0,0
900,31,2,3,0,141,1,0,1
901,41,3,2,0,0,0,1,0
902,32,6,3,0,1423,0,0,1
903,34,3,2,0,294,1,0,1
904,70,8,1,0,482,0,0,1
905,33,11,4,0,1170,0,0,1
906,33,2,3,1,-5,0,0,0
907,36,3,2,0,160,1,0,0
908,42,1,3,0,34,1,0,0
909,30,2,3,0,101,1,0,0
910,37,3,2,0,1047,1,1,0
911,35,9,1,0,4564,1,0,0
912,37,4,2,0,14,1,0,0
913,46,2,3,0,466,1,0,0
914,31,2,3,0,2336,0,0,0
915,51,4,2,0,423,1,1,0
916,47,7,1,0,214,1,1,0
917,38,7,2,0,578,1,0,0
918,40,7,2,0,5060,0,0,1
919,30,2,3,0,0,0,0,0
920,32,3,2,0,55,1,0,0
921,46,2,3,0,273,1,0,1
922,25,11,2,0,1116,1,0,0
923,38,3,3,0,523,0,0,0
924,34,4,2,0,-220,1,1,0
925,44,3,2,0,266,1,0,0
926,55,8,1,0,0,0,0,0
927,40,4,1,0,129,1,0,0
928,55,5,2,0,557,0,0,0
929,36,2,2,0,1160,1,0,0
930,35,3,3,0,1629,0,0,1
931,38,3,2,0,1442,1,0,0
932,33,7,1,0,925,0,0,0
933,43,2,3,0,36,0,0,0
934,32,9,2,0,8304,0,0,0
935,41,9,1,0,-117,1,0,0
936,58,5,2,0,0,1,0,0
937,41,2,3,0,1132,0,0,0
938,37,7,2,0,263,0,0,0
939,58,7,2,0,543,0,1,0
940,37,4,2,0,2320,1,0,0
941,31,5,2,0,900,1,0,0
942,26,5,1,0,-32,1,0,0
943,28,5,2,0,3575,1,0,0
944,39,7,1,0,176,1,1,0
945,52,5,2,0,497,1,0,0
946,33,7,2,0,745,1,0,0
947,27,3,2,0,41,1,1,0
948,26,9,2,0,340,0,0,0
949,26,3,3,0,15161,0,0,1
950,38,7,1,0,0,1,0,0
951,60,6,2,0,0,0,0,0
952,46,7,3,0,283,0,0,1
953,25,3,2,0,616,0,1,0
954,37,6,2,0,126,0,1,0
955,47,7,2,0,238,1,1,1
956,33,2,3,0,802,0,0,0
957,30,7,2,0,183,1,0,1
958,46,7,2,0,640,1,0,1
959,23,5,2,0,870,0,0,1
960,30,5,2,0,405,1,0,0
961,47,10,2,0,131,0,0,0
962,64,8,1,0,315,0,0,1
963,33,2,3,0,0,1,1,0
964,37,2,3,0,2074,0,0,0
965,38,3,2,0,1559,1,0,0
966,45,7,2,0,156,1,1,0
967,37,7,1,0,3370,1,0,0
968,78,8,2,0,631,0,0,0
969,29,5,3,0,0,0,1,0
970,44,7,1,0,12,1,0,0
971,43,4,2,0,777,1,0,0
972,33,2,2,0,20600,0,0,0
973,43,3,2,0,1612,0,0,1
974,39,1,4,0,98,1,0,0
975,40,2,3,0,1509,0,0,0
976,34,7,2,0,504,1,0,0
977,57,4,2,0,169,0,0,0
978,25,9,2,0,715,0,0,0
979,35,4,3,0,364,0,1,0
980,43,4,2,0,584,0,0,0
981,49,6,2,0,0,0,0,0
982,46,1,2,0,131,1,0,0
983,35,4,1,0,1994,0,0,0
984,52,2,2,0,335,0,0,1
985,47,10,1,0,97,0,1,0
986,35,3,2,0,0,0,0,0
987,35,3,3,0,59,1,0,0
988,55,10,2,0,5,0,0,0
989,48,7,2,0,1893,0,0,0
990,50,7,2,0,74,1,1,0
991,27,7,2,0,100,1,0,0
992,36,6,3,0,149,0,0,0
993,32,2,3,0,794,1,1,1
994,35,2,3,0,1100,0,1,0
995,59,7,2,0,681,1,0,0
996,33,3,2,0,-1040,1,1,0
997,51,6,1,0,8313,0,0,0
998,31,11,2,0,216,0,0,0
999,34,5,2,0,1553,1,0,0
1000,29,2,3,0,1026,0,0,1
1001,39,2,3,0,5060,1,0,0
1002,40,2,3,0,862,1,0,0
1003,32,5,2,0,-341,0,0,0
1004,46,7,1,0,2473,0,0,0
1005,47,7,2,0,3696,1,0,0
1006,41,7,1,0,2097,1,0,0
1007,25,5,2,0,10,1,0,0
1008,48,10,1,0,332,1,0,0
1009,58,7,1,0,3109,0,0,1
1010,54,3,2,0,827,0,1,0
1011,29,11,2,0,67,0,0,1
1012,47,7,4,0,30,0,1,0
1013,45,3,2,0,1732,0,0,0
1014,48,3,2,0,505,1,0,0
1015,30,2,3,0,1191,0,0,0
1016,35,3,3,0,6763,0,0,0
1017,36,2,3,0,269,1,0,0
1018,59,7,2,0,786,0,1,0
1019,46,7,2,0,640,1,0,1
1020,42,5,2,0,-1,1,0,0
1021,34,4,2,0,764,0,0,0
1022,28,3,3,0,4987,0,0,1
1023,39,2,4,0,548,1,0,0
1024,31,4,2,0,92,1,0,0
1025,58,2,1,0,1136,0,0,0
1026,48,2,3,0,308,1,0,0
1027,40,2,3,0,1393,1,0,0
1028,43,5,2,0,94,1,1,0
1029,29,7,2,0,9,1,0,0
1030,56,8,1,0,694,0,0,1
1031,31,2,3,0,296,0,1,1
1032,34,3,2,0,951,1,0,0
1033,45,2,3,0,273,1,0,0
1034,32,3,2,0,945,0,0,0
1035,42,2,3,0,0,0,1,0
1036,28,11,3,0,3733,1,0,0
1037,49,2,3,0,2555,0,1,0
1038,53,8,1,0,232,1,1,0
1039,30,4,2,1,-242,0,0,0
1040,56,8,1,0,340,1,0,0
1041,34,7,2,0,241,1,1,0
1042,38,6,2,0,187,0,1,0
1043,39,2,3,0,2320,0,1,0
1044,36,4,2,0,0,0,0,0
1045,47,7,1,0,3038,1,0,0
1046,37,7,1,0,89,1,0,0
1047,32,2,3,0,20,0,0,1
1048,48,2,3,0,0,0,1,0
1049,44,7,1,0,3953,1,0,0
1050,41,5,2,0,890,1,0,0
1051,42,2,3,0,1205,0,0,1
1052,33,7,2,0,249,1,0,0
1053,25,3,2,0,7103,1,0,1
1054,40,3,3,0,2946,0,0,0
1055,42,3,4,0,2193,0,0,0
1056,27,11,2,0,89,1,0,0
1057,37,7,2,0,168,1,0,0
1058,34,3,2,0,666,0,0,1
1059,44,3,2,0,5102,0,0,0
1060,60,7,1,0,7601,1,0,0
1061,48,3,2,0,504,0,1,0
1062,46,3,3,0,0,1,0,0
1063,47,4,2,0,980,1,0,0
1064,34,3,2,0,1477,1,0,0
1065,39,7,2,0,2457,0,0,0
1066,41,5,2,0,957,1,0,0
1067,29,7,1,0,1101,1,1,0
1068,57,2,3,1,1218,1,0,0
1069,31,2,3,0,596,0,0,0
1070,27,2,2,0,35,0,0,0
1071,36,2,4,0,1597,1,0,0
1072,51,6,2,1,34,0,1,0
1073,59,6,2,0,1986,0,0,0
1074,35,9,2,0,759,0,0,0
1075,45,7,1,0,594,1,0,1
1076,31,2,3,0,935,0,0,0
1077,31,3,2,0,246,0,0,0
1078,47,7,2,0,2128,1,0,0
1079,57,7,2,0,2192,0,0,0
1080,49,7,2,0,388,0,0,0
1081,35,2,3,0,569,0,0,0
1082,20,11,4,0,292,0,0,0
1083,39,4,2,0,9618,1,0,0
1084,53,8,1,0,118,0,0,0
1085,32,3,2,0,901,1,0,0
1086,53,2,3,0,8627,0,0,0
1087,35,4,2,0,1345,1,0,0
1088,34,3,2,0,260,1,0,0
1089,30,11,2,0,48,0,0,1
1090,52,4,2,0,5122,0,1,0
1091,26,5,2,0,74,1,0,0
1092,35,2,3,0,-718,1,1,0
1093,30,3,2,0,671,0,0,0
1094,32,7,2,0,25,1,0,0
1095,70,8,2,0,4572,0,0,0
1096,33,2,3,0,348,0,0,0
1097,37,2,3,0,2519,1,0,0
1098,36,3,3,0,491,1,0,0
1099,52,2,3,0,-2712,1,1,0
1100,31,3,3,0,2287,1,0,0
1101,34,5,2,0,-694,1,0,0
1102,38,3,2,0,207,0,0,0
1103,55,10,1,0,2603,0,0,0
1104,31,7,2,0,69,0,0,0
1105,48,7,2,0,5306,1,0,0
1106,44,7,1,0,1704,1,0,0
1107,40,7,2,0,30,1,0,0
1108,29,2,3,0,572,1,0,1
1109,32,3,3,0,514,1,0,0
1110,52,7,2,0,0,1,0,0
1111,54,2,3,0,0,0,0,0
1112,44,2,3,0,3,0,0,0
1113,44,2,3,0,0,1,0,0
1114,47,1,4,0,209,1,0,0
1115,38,2,3,0,1440,0,0,0
1116,32,7,2,0,34,1,0,0
1117,45,10,1,0,1526,1,0,0
1118,26,2,3,0,1592,0,0,0
1119,36,7,1,0,17,1,0,0
1120,31,3,2,0,942,0,0,0
1121,61,2,2,0,544,0,0,1
1122,42,2,3,0,2110,0,1,0
1123,63,8,2,0,2896,0,0,1
1124,34,4,3,0,625,0,1,1
1125,35,3,2,0,783,1,0,0
1126,33,7,1,0,2861,1,0,0
1127,33,4,2,0,1293,1,0,0
1128,31,5,2,0,78,1,1,0
1129,32,3,3,0,60,0,0,0
1130,47,4,2,0,1060,1,0,0
1131,39,2,3,0,481,0,0,1
1132,25,4,2,0,7,1,1,0
1133,58,2,4,0,0,0,0,0
1134,33,3,2,0,2583,0,0,0
1135,25,11,3,0,241,0,0,0
1136,48,2,3,0,3842,0,0,1
1137,39,2,3,0,3840,1,0,1
1138,55,12,1,0,159,0,0,0
1139,44,4,2,0,4492,0,1,0
1140,47,1,3,0,0,0,0,0
1141,34,5,2,0,2257,0,1,0
1142,34,1,2,0,1847,1,0,0
1143,46,2,3,0,-154,0,0,0
1144,31,5,2,1,-455,0,1,0
1145,36,1,2,0,2971,0,0,1
1146,40,5,1,0,332,1,0,0
1147,43,7,1,0,56,0,0,0
1148,36,2,3,0,-1629,1,1,0
1149,53,7,4,0,1202,1,0,0
1150,40,4,2,0,1011,1,0,0
1151,36,7,1,0,49,1,0,0
1152,27,6,3,0,202,1,0,0
1153,71,10,1,0,1311,0,0,1
1154,49,3,2,0,195,0,0,0
1155,38,5,2,0,1313,0,0,0
1156,47,4,2,0,0,0,0,0
1157,56,3,2,0,2065,0,0,0
1158,40,7,1,0,1,0,0,0
1159,36,5,2,0,-295,1,1,0
1160,35,3,3,0,670,0,0,1
1161,46,3,2,0,741,1,0,0
1162,54,7,2,0,0,1,1,0
1163,46,2,3,0,191,1,0,0
1164,35,1,2,0,2971,0,0,0
1165,40,4,2,0,4,1,0,0
1166,32,6,2,0,67,0,0,0
1167,43,10,2,0,5233,0,0,0
1168,45,3,2,0,1196,1,0,0
1169,27,2,3,0,1995,1,0,0
1170,59,8,1,0,606,0,0,0
1171,45,7,1,0,-485,1,0,0
1172,34,3,2,0,175,1,0,0
1173,32,7,2,0,1905,1,0,1
1174,25,3,2,0,505,0,1,1
1175,33,5,2,0,437,1,0,0
1176,42,3,3,0,246,1,0,0
1177,35,4,3,0,12634,0,0,0
1178,45,10,1,0,959,1,0,0
1179,85,8,1,0,7613,0,0,1
1180,38,10,1,0,0,1,1,0
1181,38,7,2,0,-288,1,1,0
1182,34,2,3,0,3301,1,0,1
1183,30,6,4,0,1712,0,0,0
1184,57,2,3,0,350,0,0,0
1185,48,5,2,0,74,0,0,0
1186,44,9,2,0,317,1,1,0
1187,54,2,2,0,4080,0,0,0
1188,47,3,4,0,-598,1,0,0
1189,43,4,4,0,350,0,0,0
1190,36,4,2,0,746,1,0,0
1191,46,3,2,0,0,0,0,0
1192,52,2,3,0,1356,1,0,0
1193,30,7,1,0,0,1,0,0
1194,53,2,4,0,12001,0,0,0
1195,53,2,3,0,349,0,0,0
1196,45,2,3,0,0,0,0,0
1197,32,9,3,0,7,1,0,0
1198,43,4,4,0,474,0,0,0
1199,30,7,2,0,178,1,0,0
1200,43,7,1,0,515,1,0,0
1201,38,7,2,0,2836,0,0,0
1202,29,4,2,0,265,1,0,1
1203,42,7,1,0,1059,1,0,0
1204,46,3,2,0,-408,1,1,0
1205,36,2,3,0,112,1,0,0
1206,26,7,2,0,245,1,0,0
1207,31,7,1,0,1601,0,0,0
1208,21,9,2,0,1333,0,0,0
1209,44,5,2,0,4837,1,0,0
1210,29,4,2,0,0,1,0,0
1211,46,2,4,0,2,1,0,0
1212,35,7,2,0,218,1,0,0
1213,47,3,2,0,0,0,0,0
1214,57,8,2,0,1640,0,1,0
1215,37,7,2,0,115,1,0,0
1216,34,2,3,0,151,1,0,0
1217,33,2,3,0,12,0,0,0
1218,43,2,1,0,8167,1,0,0
1219,41,3,2,0,1539,0,0,0
1220,57,4,2,0,1275,0,1,0
1221,48,4,2,0,178,0,0,0
1222,50,4,2,0,86,0,0,0
1223,38,3,2,0,37,0,0,0
1224,29,1,2,0,714,1,1,1
1225,29,7,2,0,-125,1,0,0
1226,56,3,1,0,675,1,0,0
1227,40,5,2,0,-27,0,1,0
1228,33,7,2,0,0,1,1,0
1229,33,2,3,0,289,1,0,0
1230,40,6,3,0,1498,0,0,0
1231,43,7,2,0,740,1,0,1
1232,58,2,3,0,4265,1,0,0
1233,63,7,2,0,641,0,0,1
1234,30,4,2,0,874,1,0,0
1235,43,3,1,0,117,1,0,0
1236,31,7,1,0,498,1,1,0
1237,51,5,2,0,209,0,0,0
1238,41,9,3,0,1666,0,0,0
1239,28,11,3,0,0,0,0,1
1240,41,6,2,0,3123,1,0,1
1241,33,7,2,0,2254,1,0,0
1242,25,7,2,0,154,1,0,0
1243,38,4,2,0,271,0,0,0
1244,32,2,3,0,937,0,0,0
1245,48,10,1,0,-31,1,0,0
1246,59,8,1,0,7179,0,0,0
1247,35,12,1,0,3888,0,0,0
1248,55,4,2,0,0,0,0,0
1249,66,4,2,0,220,0,0,0
1250,53,7,1,0,6386,1,0,0
1251,54,2,3,0,1624,0,0,1
1252,57,8,4,0,230,0,0,1
1253,43,4,2,0,315,0,0,0
1254,32,3,3,0,600,0,0,0
1255,19,11,4,0,1169,0,0,0
1256,59,8,1,0,866,0,1,0
1257,55,9,1,0,1212,0,0,0
1258,26,11,4,0,198,0,0,0
1259,28,7,2,0,100,1,1,0
1260,40,1,1,0,324,1,0,0
1261,37,4,2,0,3834,1,0,0
1262,49,7,2,0,-581,1,0,0
1263,42,7,2,0,166,1,0,0
1264,35,2,3,0,5367,0,0,0
1265,30,3,2,0,590,1,0,0
1266,24,11,1,0,0,0,0,0
1267,30,4,2,0,377,1,0,1
1268,47,1,2,0,2,1,1,0
1269,32,3,4,0,354,0,0,0
1270,43,2,3,0,370,0,0,0
1271,37,7,2,0,88,1,0,0
1272,29,4,3,0,238,0,0,1
1273,50,7,2,0,0,0,0,0
1274,53,5,2,0,-223,0,0,0
1275,56,5,2,0,476,0,0,0
1276,35,6,3,0,333,0,0,0
1277,53,9,2,0,2180,0,0,0
1278,30,2,3,0,1572,0,0,0
1279,32,2,3,0,16,0,0,0
1280,54,7,1,0,316,1,0,0
1281,52,2,3,0,50,1,0,0
1282,26,11,2,0,132,0,0,1
1283,37,3,2,0,277,1,0,0
1284,42,6,2,0,13242,0,0,0
1285,39,3,3,0,665,1,0,0
1286,38,3,2,0,12926,1,0,0
1287,33,3,2,0,4369,1,0,0
1288,34,5,2,0,24,1,0,0
1289,57,8,2,0,427,0,0,0
1290,44,7,2,0,88,1,0,1
1291,58,9,3,0,1333,0,0,0
1292,58,8,2,0,674,1,0,0
1293,57,8,1,0,914,0,0,0
1294,39,4,2,0,1221,0,0,0
1295,23,4,2,0,345,1,0,0
1296,37,7,1,0,1941,1,0,0
1297,31,3,3,0,3564,0,0,0
1298,36,2,3,0,900,1,0,0
1299,39,3,2,0,24,1,0,0
1300,43,7,2,0,1343,1,1,0
1301,54,3,3,0,1188,1,0,0
1302,34,2,3,0,105,1,0,0
1303,24,7,2,0,476,1,0,0
1304,43,12,1,0,433,0,0,0
1305,60,8,2,0,1853,0,0,1
1306,56,8,1,0,1448,1,1,0
1307,41,2,3,0,2408,0,0,0
1308,33,3,2,0,273,1,0,0
1309,39,4,2,0,401,1,0,0
1310,24,2,3,0,393,0,0,1
1311,30,4,2,0,1265,1,1,1
1312,30,4,2,0,312,0,0,0
1313,34,2,3,0,-281,0,0,0
1314,54,7,1,0,2110,1,0,0
1315,46,3,2,0,536,1,0,1
1316,37,2,3,0,142,0,0,0
1317,57,2,2,0,39,1,0,0
1318,40,7,1,0,21,1,0,0
1319,31,3,2,0,46,0,0,0
1320,47,3,1,0,1375,1,1,0
1321,35,12,1,0,365,0,0,0
1322,53,2,3,0,3105,1,1,0
1323,52,2,3,0,1701,1,1,0
1324,45,4,2,0,14,0,1,0
1325,38,4,2,0,384,0,0,0
1326,58,8,2,0,5435,1,0,0
1327,40,5,2,0,10406,0,0,0
1328,41,2,3,0,10758,1,0,0
1329,30,7,2,0,1445,1,0,0
1330,34,2,3,0,46,0,0,0
1331,45,2,3,0,-191,1,0,0
1332,34,2,3,0,0,1,1,0
1333,33,6,3,0,562,1,1,1
1334,52,7,1,0,196,1,1,0
1335,27,5,2,0,1636,1,0,0
1336,52,2,2,0,4873,0,0,0
1337,51,3,2,0,0,1,0,0
1338,39,5,2,0,230,0,1,0
1339,38,2,3,0,673,1,0,0
1340,27,7,2,0,-59,0,1,0
1341,35,4,2,0,-16,0,1,0
1342,32,6,3,0,14522,0,0,0
1343,38,5,2,0,123,1,1,0
1344,40,3,3,0,677,1,0,0
1345,37,12,4,0,414,1,0,0
1346,49,10,1,0,434,1,1,0
1347,58,10,1,0,258,0,0,0
1348,55,9,2,0,387,1,0,1
1349,51,4,3,0,26,1,0,0
1350,40,7,2,0,1508,0,0,0
1351,39,2,3,0,5009,1,0,0
1352,53,4,2,0,-394,1,0,0
1353,19,11,2,0,329,0,0,1
1354,39,4,2,0,728,1,1,1
1355,52,3,2,0,2102,1,0,0
1356,51,2,3,0,-3,0,0,0
1357,53,7,1,0,225,0,0,0
1358,63,10,2,0,2,0,0,0
1359,42,3,2,0,2030,1,1,0
1360,38,6,2,0,677,1,0,0
1361,31,4,2,0,11,1,0,0
1362,38,2,3,0,-70,1,0,0
1363,48,9,2,0,201,0,0,1
1364,46,2,3,0,194,0,0,0
1365,32,7,2,0,759,1,0,1
1366,33,5,2,0,204,1,1,0
1367,34,2,3,0,1070,0,0,0
1368,57,6,1,0,1013,1,0,0
1369,40,2,3,0,406,0,0,0
1370,44,7,1,0,1432,1,1,0
1371,31,3,2,0,2088,0,0,0
1372,37,7,2,0,277,0,1,0
1373,52,5,2,0,416,1,0,0
1374,39,2,2,0,1034,1,0,0
1375,35,9,3,0,226,0,0,0
1376,57,8,2,0,1486,0,0,0
1377,50,3,2,0,0,1,1,0
1378,51,7,1,0,362,1,0,0
1379,33,3,2,0,1769,1,0,0
1380,29,3,2,0,28,0,0,0
1381,46,2,3,0,0,0,0,0
1382,53,2,2,0,1925,1,0,0
1383,57,8,3,0,0,1,0,0
1384,46,10,1,0,296,1,0,0
1385,28,5,2,0,290,1,0,0
1386,49,2,3,0,0,0,0,0
1387,40,4,2,0,6,0,0,0
1388,24,3,2,0,-540,1,0,0
1389,38,3,2,0,0,0,0,0
1390,46,7,2,0,4646,1,0,0
1391,35,4,2,0,855,1,0,0
1392,25,11,2,0,520,1,0,0
1393,60,2,2,0,544,0,0,1
1394,35,3,4,0,244,0,0,0
1395,57,3,2,0,3071,1,1,0
1396,21,3,2,0,64,1,0,0
1397,37,3,2,0,1142,1,0,0
1398,30,7,1,0,265,1,1,0
1399,32,7,2,0,29,0,0,0
1400,55,3,2,0,3450,0,0,0
1401,39,5,2,0,-718,1,0,0
1402,44,3,2,0,59,1,0,0
1403,41,12,4,0,1259,0,0,0
1404,59,3,2,0,1139,0,0,0
1405,55,9,1,0,8585,0,0,0
1406,58,8,3,0,5087,0,0,0
1407,39,7,2,0,164,1,0,0
1408,33,3,3,0,1190,1,0,0
1409,44,4,2,0,961,0,0,0
1410,28,1,3,0,4064,0,1,0
1411,37,3,3,0,2043,0,0,0
1412,48,4,2,0,955,1,0,0
1413,29,2,3,0,642,0,0,0
1414,52,5,4,0,337,1,0,0
1415,58,4,2,0,451,0,0,0
1416,45,7,1,0,19,1,0,0
1417,43,7,2,0,1311,1,0,0
1418,49,3,2,0,-353,1,1,0
1419,42,2,2,0,2580,1,0,0
1420,79,8,1,0,79,0,0,1
1421,39,10,3,0,93,0,0,0
1422,25,11,3,0,333,1,0,0
1423,34,7,1,0,567,0,1,0
1424,41,6,4,0,426,1,0,0
1425,41,2,3,0,217,0,0,0
1426,32,7,1,0,557,1,0,0
1427,35,3,2,0,365,1,0,0
1428,33,7,2,0,139,1,1,1
1429,29,3,2,0,1599,1,0,0
1430,59,2,3,0,258,1,0,1
1431,34,2,3,0,318,1,0,0
1432,35,7,2,0,-339,1,0,0
1433,50,2,3,0,4,1,1,0
1434,32,7,1,0,0,1,1,0
1435,34,11,3,0,1322,0,0,0
1436,52,2,3,0,809,0,0,0
1437,37,2,3,0,240,0,0,1
1438,24,11,2,0,372,1,0,0
1439,41,7,2,0,184,1,0,0
1440,27,7,2,0,103,0,1,0
1441,32,2,3,0,36,0,0,0
1442,33,7,2,0,0,1,0,0
1443,43,2,3,0,-194,0,0,0
1444,56,3,2,0,61,0,1,0
1445,57,4,2,0,1143,0,0,0
1446,36,7,2,0,590,1,0,0
1447,64,10,1,0,67,0,0,0
1448,34,4,3,0,18,1,1,0
1449,36,1,2,0,302,1,0,0
1450,52,10,3,0,0,0,0,0
1451,35,5,3,0,260,1,0,0
1452,58,5,2,0,0,0,0,0
1453,27,7,2,0,535,0,0,1
1454,51,7,2,0,984,1,0,0
1455,57,3,2,0,910,1,0,0
1456,42,6,2,0,487,1,0,0
1457,49,7,4,0,3096,0,0,0
1458,49,3,2,0,133,0,0,0
1459,47,2,3,0,0,0,0,0
1460,56,2,3,0,6475,0,0,0
1461,38,7,2,0,384,1,0,0
1462,39,2,3,0,13021,0,0,0
1463,35,3,3,0,1529,0,0,0
1464,31,2,3,0,181,1,0,0
1465,25,3,2,0,4859,0,0,1
1466,35,3,2,0,2047,1,0,0
1467,54,7,2,0,462,1,0,0
1468,28,7,2,0,4054,1,0,0
1469,40,2,3,0,158,0,0,1
1470,45,8,2,0,22,0,1,0
1471,61,2,3,0,175,0,0,1
1472,64,8,2,0,1176,0,0,0
1473,32,2,3,0,7444,1,1,0
1474,35,2,3,0,0,1,0,0
1475,29,2,3,0,187,1,0,0
1476,37,7,2,0,3764,0,0,0
1477,49,10,1,0,0,0,0,0
1478,47,2,3,0,509,0,1,0
1479,21,5,2,0,3033,1,0,0
1480,37,3,2,0,1016,1,1,0
1481,43,4,2,0,1625,1,1,0
1482,57,5,2,0,4664,0,0,0
1483,42,4,2,0,16517,0,0,0
1484,58,3,2,0,0,1,0,0
1485,46,4,2,0,1264,0,0,0
1486,46,4,2,0,179,1,0,0
1487,44,2,2,0,238,0,0,0
1488,36,1,4,0,298,1,0,0
1489,33,3,3,0,-370,1,0,0
1490,33,7,2,0,179,0,0,0
1491,52,3,2,0,-240,0,0,0
